Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['B', 'D', 'C', 'A']",24,"[7, 'E', 14, 'A', 14, 'C', 26, 'C', 19, 'E', 14, 'B', 21, 22, 16, 'I', 16, 'B', 9, 'B', 9, 'A', 2, 'D']",51,-8
"['B', 'C', 'D', 'A']",24,"[2, 'A', 7, 1, 7, 'E', 14, 'A', 9, 'B', 9, 'D', 4, 'D', 4, 'D', 2, 'A', 7, 1, 7, 'E', 19, 'C']",51,-8
"['A', 'D', 'B', 'C']",24,"[7, 'E', 7, 'E', 7, 'A', 7, 'E', 14, 'A', 14, 'C', 21, 'B', 9, 'A', 14, 'E', 7, 'A', 9, 'A', 2, 'D']",51,-8
"['C', 'B', 'D', 'A', 'E']",24,"[7, 'A', 7, 'A', 2, 'A', 7, 'E', 14, 'C', 19, 25, 19, 'E', 7, 'A', 2, 'A', 2, 'D', 4, 'D', 9, 'B']",55,-4
"['A', 'C', 'B']",24,"[7, 'E', 14, 'A', 14, 'E', 14, 'A', 14, 'C', 14, 'A', 7, 'A', 9, 'D', 2, 'A', 2, 1, 2, 'A', 14, 'B']",47,-12
"['F', 'D', 'E', 'C', 'B', 'A']",24,"[7, 'A', 2, 'A', 9, 'D', 2, 'D', 9, 'B', 14, 'E', 14, 'C', 19, 25, 26, 'C', 19, 'E', 19, 25, 26, 'F']",59,0
"['A', 'B', 'C']",24,"[2, 'D', 9, 'B', 16, 'B', 14, 'A', 9, 'D', 2, 'D', 9, 'A', 14, 'A', 2, 'A', 7, 'E', 7, 'E', 19, 'C']",47,-12
"['A', 'B', 'C']",24,"[7, 'A', 2, 'D', 4, 'D', 4, 'D', 2, 'A', 7, 1, 2, 'A', 9, 'B', 16, 10, 9, 'A', 7, 'E', 19, 'C']",47,-12
"['D', 'E', 'A', 'B', 'C']",24,"[7, 'A', 14, 'A', 7, 'E', 14, 'A', 14, 'C', 21, 'C', 21, 'F', 21, 'F', 26, 25, 19, 'C', 14, 'B', 9, 'D']",55,-4
"['B', 'C', 'A', 'D']",24,"[2, 'A', 7, 1, 2, 'D', 2, 1, 7, 1, 2, 'D', 2, 1, 7, 1, 2, 'A', 14, 'C', 21, 'F', 21, 'B']",51,-8
['A'],24,"[2, 'D', 4, 5, 4, 5, 'G', 5, 'G', 5, 4, 'D', 9, 'B', 9, 'D', 4, 10, 'G', 10, 9, 'D', 2, 'A']",39,-20
"['D', 'B', 'C', 'A']",24,"[7, 'E', 7, 'E', 19, 'C', 14, 'E', 19, 'C', 21, 'C', 21, 'B', 14, 'E', 7, 'A', 7, 'A', 9, 'B', 9, 'D']",51,-8
